id,label,page_type,facebook_id
3880,U.S. Consulate General Montréal,government,170000000000000    
3881,Dirección Nacional De Derecho De Autor,government,135000000000000    
3882,Eat Bulaga,tvshow,116000000000000    
3883,Alfredo Del Mazo Maza,politician,131000000000000    
3884,Bruce Saunders,politician,336000000000000    
3885,Gracepoint,tvshow,646000000000000    
3886,UAE Ministry of Community Development,government,1760000000000000    
3887,Cartoon Network Shop,company,211000000000000    
3888,Christian Jung,politician,1120000000000000    
3889,National Reconnaissance Office,government,1440000000000000    
3890,Howard County Recreation and Parks,government,114000000000000    
3891,Curtis Pitt MP,politician,461000000000000    
3892,U.S. Air Force Thunderbirds,government,268000000000    
3893,Siegfried Lorek,politician,147000000000000    
3894,Careers@Gov,government,240000000000    
3895,Dallas Cowboys Cheerleaders: Making the Team,tvshow,32623101803    
3896,New York City Fire Department (FDNY),government,305000000000    
3897,La Voz Colombia,tvshow,230000000000000    
3898,フィンランド大使館－Embassy of Finland in Tokyo,government,167000000000000    
3899,Embassy of Finland in Budapest,government,129000000000000    
3900,Brown Thomas,company,233000000000000    
3901,State Representative Al Landis,politician,182000000000000    
3902,Fuerza Aérea del Perú,government,125000000000000    
3903,Kamal Khera,politician,427000000000000    
3904,サーモフィッシャーサイエンティフィック,company,275000000000000    
3905,Kate Plus 8,tvshow,33660480677    
3906,Michael Roth,politician,1430000000000000    
3907,Johnny Test,tvshow,220000000000000    
3908,Keller Public Safety,government,123000000000000    
3909,Mission Command Training Program,government,199000000000000    
3910,Punkt 12,tvshow,148000000000000    
3911,Arkansas National Guard,government,148000000000    
3912,"Bundesministerium für Familie, Senioren, Frauen und Jugend",government,512000000000000    
3913,Cathay Pacific Airways,company,109000000000000    
3914,David Cunliffe,politician,613000000000000    
3915,林佳龍,politician,154000000000000    
3916,Alan Wilson,politician,339000000000000    
3917,Red Arrow,tvshow,121000000000    
3918,Healthy Canadians,government,210000000000    
3919,Citi,company,152000000000000    
3920,America Tonight,tvshow,593000000000000    
3921,Peter Fragiskatos,politician,364000000000000    
3922,Tribunal Regional Eleitoral de Mato Grosso do Sul,government,106000000000000    
3923,Ferrero Rocher,company,187000000000000    
3924,Azores Airlines,company,141000000000000    
3925,Inside MMA,tvshow,11824540886    
3926,Sky Cinema,company,253000000000    
3927,Red Bull Signature Series,tvshow,258000000000000    
3928,Presidencia de la República de El Salvador,government,219000000000    
3929,富邦投信Happy Fund,company,237000000000000    
3930,Microsoft,company,231000000000    
3931,"Verena Osgyan, MdL",politician,466000000000000    
3932,Jane Prentice,politician,162000000000000    
3933,Yamaha Motor de Mexico,company,207000000000000    
3934,Eduardo Macchiavelli,politician,188000000000000    
3935,Treasurer Michael Frerichs,government,130000000000000    
3936,María Corina Machado,politician,111000000000000    
3937,Consulado de la República Argentina en Bonn,government,1770000000000000    
3938,Christine St-Pierre,politician,146000000000000    
3939,מאיר כהן - Meir Cohen,politician,433000000000000    
3940,Tower Barracks and Rose Barracks Law Centers,government,510000000000000    
3941,La France au Japon - Ambassade de France au Japon,government,393000000000000    
3942,Seema Kennedy,politician,386000000000000    
3943,Préfet des Alpes de Haute Provence,government,199000000000000    
3944,Deborah Ross,politician,1510000000000000    
3945,Novant Health,company,402000000000000    
3946,Barbara Dolniak,politician,918000000000000    
3947,Air China,company,217000000000000    
3948,Texas Attorney General,government,288000000000000    
3949,Corona India,company,364000000000000    
3950,ItaliaSicura/Scuole,government,395000000000000    
3951,André Stinka,politician,53607738659    
3952,Mechthilde Wittmann,politician,528000000000000    
3953,台北市議員徐弘庭,politician,211000000000000    
3954,Ocean Spray,company,118000000000000    
3955,X-BIONIC,company,160000000000000    
3956,Gabriela Michetti,politician,60881841463    
3957,Ejército del Perú,government,597000000000000    
3958,"Philippine Consulate General - Agana, Guam",government,204000000000000    
3959,Rogério Lins,politician,220000000000000    
3960,Ong Teng Koon,politician,1090000000000000    
3961,楊麗環,politician,218000000000000    
3962,Vodafone Malta,company,13271838018    
3963,Bruno Covas,politician,122000000000000    
3964,T.C. Kampala Büyükelçiliği - Embassy of Turkey in Kampala,government,647000000000000    
3965,NOAA Office of National Marine Sanctuaries,government,81729891655    
3966,Dan Jørgensen,politician,46151445835    
3967,Elo7,company,104000000000000    
3968,Felix Schreiner,politician,137000000000000    
3969,Sóstenes Cavalcante,politician,176000000000000    
3970,Caroline Ansell,politician,218000000000000    
3971,Institutul Polonez / Instytut Polski w Bukareszcie,government,285000000000    
3972,Europaparlamentets Informationskontor i Sverige,government,294000000000    
3973,10 Downing Street,government,7303343452    
3974,Burkard Dregger,politician,745000000000000    
3975,"India in Afghanistan, Consulate General of India, Mazar-e-Sharif",government,1430000000000000    
3976,Moritz Körner,politician,449000000000000    
3977,Sozialministerium Mecklenburg-Vorpommern,government,242000000000000    
3978,Sublette County Emergency Management,government,579000000000000    
3979,Dubble Bubble Bubble Gum,company,82398948718    
3980,Manuel Höferlin,politician,187000000000    
3981,Ghosted,tvshow,212000000000000    
3982,Hansjörg Schmidt,politician,184000000000000    
3983,Anandiben Patel,politician,571000000000000    
3984,"Rockwell Automation, Inc.",company,124000000000000    
3985,Crocs,company,225000000000000    
3986,Kroll Show,tvshow,415000000000000    
3987,Taste of Dublin,company,138000000000000    
3988,José Manuel Rodrigues,politician,112000000000    
3989,Sistema Nacional de Atención a Emergencias y Seguridad 911,government,760000000000000    
3990,Jan Philipp Albrecht,politician,27032465985    
3991,Albert Rupprecht,politician,101000000000    
3992,Poldark,tvshow,224000000000000    
3993,Tom Mulcair,politician,149000000000000    
3994,US National Weather Service Houston-Galveston Texas,government,156000000000000    
3995,Deuter,company,286000000000    
3996,Arizona National Guard,government,258000000000    
3997,Martin Whitfield MP,politician,274000000000000    
3998,SS Ahluwalia,politician,437000000000000    
3999,NSW SES - Hunters Hill Unit,government,504000000000000    
4000,Michel Picard,politician,415000000000000    
4001,Coastal Resources Division - Georgia DNR,government,139000000000    
4002,Минобрнауки России,government,337000000000000    
4003,Bureau of Meteorology,government,171000000000000    
4004,Daryl Maguire MP,politician,616000000000000    
4005,Jean-Michel Baylet,politician,381000000000000    
4006,The Great Canadian Baking Show,tvshow,990000000000000    
4007,淡水古蹟博物館,government,182000000000000    
4008,Volkswagen,company,86582767044    
4009,UW-Madison Police Department,government,119000000000000    
4010,Arthur Sinodinos,politician,398000000000000    
4011,Antidiskriminierungsstelle des Bundes (ADS),government,187000000000000    
4012,Carsten Bach,politician,635000000000000    
4013,Herdez Brand,company,120000000000000    
4014,Judge Judy,tvshow,183000000000000    
4015,Shimano-Road,company,101000000000000    
4016,La France à l'ONU,government,420000000000000    
4017,Sex&Drugs&Rock&Roll,tvshow,1010000000000000    
4018,Alex Witt,tvshow,95054409172    
4019,Consulado Geral EUA / US Consulate - Sao Paulo,government,1410000000000000    
4020,It Takes A Church,tvshow,468000000000000    
4021,Muhammadu Buhari,politician,1530000000000000    
4022,U.S. Embassy Oslo,government,20650012122    
4023,"County of Henrico, Virginia - Government",government,166000000000000    
4024,IHG Careers,company,147000000000000    
4025,TNT Drama,tvshow,123000000000000    
4026,CARRERA,company,103000000000000    
4027,Fotolia,company,294000000000    
4028,US National Weather Service Cheyenne Wyoming,government,212000000000000    
4029,Little Chef,company,35537563147    
4030,L'OCCITANE en Provence,company,60725014028    
4031,Pitch,tvshow,1520000000000000    
4032,Microsoft,company,113000000000    
4033,Austrian Embassy Georgia,government,236000000000000    
4034,Peter Winter,politician,372000000000000    
4035,Jean-François Jalkh,politician,712000000000000    
4036,U.S. Consumer Product Safety Commission,government,142000000000    
4037,AngelSense - Protecting Children,company,1420000000000000    
4038,Peace Corps Costa Rica,government,1110000000000000    
4039,Thomann France,company,113000000000000    
4040,NATO Force Integration Unit Poland,government,470000000000000    
4041,花東縱谷國家風景區管理處,government,124000000000000    
4042,National Geospatial-Intelligence Agency,government,232000000000000    
4043,Wiko,company,605000000000000    
4044,Türkiye Cumhuriyeti Gençlik ve Spor Bakanlığı,government,275000000000000    
4045,New York State Office of Temporary and Disability Assistance,government,145000000000000    
4046,Claro El Salvador,company,328000000000    
4047,Eurovia,company,232000000000000    
4048,Star Trek: The Next Generation,tvshow,243000000000000    
4049,Mike Sonko.,politician,149000000000000    
4050,Siegfried Muresan,politician,731000000000000    
4051,Flash Moda,tvshow,258000000000000    
4052,U.S. Cellular,company,166000000000    
4053,Ulrike Bahr,politician,488000000000000    
4054,Museo Archeologico di Reggio Calabria,government,631000000000000    
4055,BLACKSOCKS,company,105000000000    
4056,Lietuvos policija,government,290000000000    
4057,Ambassade de Suisse en Tunisie / سفارة سويسرا في تونس,government,340000000000000    
4058,LG Uplus,company,131000000000000    
4059,Financial Mail,company,120000000000000    
4060,Jessica Stojkovski MLA,politician,265000000000000    
4061,Israel em Angola,government,125000000000000    
4062,대한민국 국민권익위원회,government,142000000000000    
4063,Bob Nault,politician,1520000000000000    
4064,Empire State Development,government,23209324180    
4065,Finep - Inovação e Pesquisa,government,243000000000000    
4066,Kheira Bouziane,politician,453000000000000    
4067,Active.com,company,8825613977    
4068,ENERGY STAR Canada,government,1670000000000000    
4069,AirAsia,company,194000000000000    
4070,Pinacoteca di Brera,government,232000000000000    
4071,Éducation nationale,government,119000000000000    
4072,Nathan Cullen,politician,151000000000000    
4073,Environnement de l’Ontario,government,322000000000000    
4074,INAP Argentina,government,276000000000000    
4075,Instituto Colombiano de Bienestar Familiar ICBF,government,278000000000000    
4076,紀錄觀點,tvshow,184000000000    
4077,STAR,tvshow,789000000000000    
4078,Special K,company,542000000000000    
4079,Microsoft Developpeur,company,129000000000000    
4080,Pamela's Products,company,59836083890    
4081,Banco del Pacífico,company,134000000000000    
4082,Le chocolat des Français,company,498000000000000    
4083,ניופאן,company,205000000000    
4084,Paola Nugnes Cittadina al Senato con il  M5S,politician,400000000000000    
